KO	Replicate	Depth	Layer	Sample	Element	General.Process	Specific.Process	Gene.products..enzymes	Gene.clusters	KEGG_Homologs_per_Gene_Cluster	KEGG_Description	KEGG_Metabolism	CPM
K17224	10.4_B_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxB; sulfur-oxidizing protein SoxB	Sulfur_Metabolism	6
K17225	10.4_C_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxC; sulfane dehydrogenase subunit SoxC	Sulfur_Metabolism	2
K17225	10.4_B_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxC; sulfane dehydrogenase subunit SoxC	Sulfur_Metabolism	2
K17226	10.4_C_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxY; sulfur-oxidizing protein SoxY	Sulfur_Metabolism	2
K17226	10.4_B_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxY; sulfur-oxidizing protein SoxY	Sulfur_Metabolism	5
K17227	10.4_C_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxZ; sulfur-oxidizing protein SoxZ	Sulfur_Metabolism	0
K17227	10.4_B_4	9.8	Film	9.8_Film	Sulfur	Sulfur Oxidation	Dimethyl Sulfide Generation	Sulfite oxidase, sulfur dehydrogenase	sox	6	soxZ; sulfur-oxidizing protein SoxZ	Sulfur_Metabolism	0
K00376	10.4_C_2_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	44
K00376	10.4_B_2_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	22
K00376	10.4_A_3_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	47
K00376	10.4_B_3_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	7
K00376	10.4_C_3_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	0
K00376	10.4_A_1_A	9.8	Top	9.8_Top	Nitrogen	Denitrification	Nitrogenase	N2O Reductase	nos	1	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	Nitrogen_Metabolism	0
K00380	10.4_C_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	23
K00380	10.4_B_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	0
K00380	10.4_B_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	0
K00380	10.4_C_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	0
K00380	10.4_A_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	21
K00380	10.4_A_1_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Sulfur_Metabolism	0
K00381	10.4_B_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	28
K00381	10.4_C_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	9
K00381	10.4_C_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	47
K00381	10.4_A_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	30
K00381	10.4_B_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	4
K00381	10.4_A_1_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	cys	2	cysI; sulfite reductase (NADPH) hemoprotein beta-component	Sulfur_Metabolism	10
K00392	10.4_A_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	13
K00392	10.4_B_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	9
K00392	10.4_A_1_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	0
K00392	10.4_C_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	0
K00392	10.4_C_2_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	12
K00392	10.4_B_3_A	9.8	Top	9.8_Top	Sulfur	Sulfate Reduction	Assimilatory Sulfate Reduction	Sulfite Reductase	sir	1	sir; sulfite reductase (ferredoxin)	Sulfur_Metabolism	0
K00855	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	15
K00855	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	0
K00855	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	21
K00855	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	0
K00855	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	0
K00855	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	prk	1	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	Carbon_Fixation_in_Photosynthetic_Organisms	9
K01176	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	0
K01176	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	4
K01176	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	0
K01176	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	0
K01176	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	0
K01176	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	amy	2	AMY, amyA, malS; alpha-amylase	Carbohydrate Metabolism	0
K01183	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	0
K01183	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	0
K01183	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	2
K01183	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	0
K01183	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	0
K01183	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Decomposition	Polysaccharide Catabolism	Amylase, Cellulase, Pectinase, Chitinase	chi	6	E3.2.1.14; chitinase	Carbohydrate Metabolism	0
K01601	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	211
K01601	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	111
K01601	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	14
K01601	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	273
K01601	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	14
K01601	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	240
K01602	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	0
K01602	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	8
K01602	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	15
K01602	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	16
K01602	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	0
K01602	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Calvin Cycle	Ribulose Bisphosphate Carboxylase Complex Subunits, Phophoribulokinase	rbc	3	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	Carbon_Fixation_in_Photosynthetic_Organisms	11
K01648	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K01648	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K01648	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K01648	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K01648	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K01648	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Carbon Fixation	Reverse Citric Acid Cycle	ATP Citrate Lyase	acl	3	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]	Carbon_Fixation_Pathways_in_Prokaryotes	0
K02092	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	532
K02092	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	0
K02092	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	304
K02092	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	190
K02092	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	2954
K02092	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcA; allophycocyanin alpha subunit	Photosynthesis-Antenna_Proteins	0
K02093	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	104
K02093	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	0
K02093	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	0
K02093	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	407
K02093	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	233
K02093	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcB; allophycocyanin beta subunit	Photosynthesis-Antenna_Proteins	357
K02094	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	0
K02094	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	0
K02094	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	49
K02094	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	0
K02094	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	0
K02094	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcC; phycobilisome core linker protein	Photosynthesis_Proteins	0
K02095	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	79
K02095	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	0
K02095	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	170
K02095	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	83
K02095	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	0
K02095	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcD; allophycocyanin-B	Photosynthesis-Antenna_Proteins	193
K02096	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02096	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02096	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02096	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02096	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02096	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	0
K02097	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	10.4_B_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	10.4_C_2_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02284	10.4_A_1_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	189
K02284	10.4_C_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	205
K02284	10.4_B_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	155
K02284	10.4_A_3_A	9.8	Top	9.8_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	0
